2.113;-0.078;0.6
2.113;-0.078;0.2
2.113;-0.078;-0.04
2;-0.078;-0.04
0;-0.078;-0.04
-0.0036;-0.0778;-0.04
-0.0072;-0.0769;-0.04
-0.0106;-0.0755;-0.04
-0.0137;-0.0736;-0.04
-0.0164;-0.0712;-0.04
-0.0188;-0.0685;-0.04
-0.0207;-0.0653;-0.04
-0.0221;-0.062;-0.04
-0.023;-0.0584;-0.04
-0.0232;-0.0548;-0.04
-0.023;-0.0512;-0.04
-0.0221;-0.0476;-0.04
-0.0207;-0.0442;-0.04
-0.0188;-0.0411;-0.04
-0.0164;-0.0384;-0.04
-0.0137;-0.036;-0.04
-0.0106;-0.0341;-0.04
-0.0072;-0.0327;-0.04
-0.0036;-0.0318;-0.04
0;-0.0315;-0.04
2;-0.0315;-0.04
2.0036;-0.0313;-0.04
2.0072;-0.0304;-0.04
2.0106;-0.029;-0.04
2.0137;-0.0271;-0.04
2.0164;-0.0247;-0.04
2.0188;-0.022;-0.04
2.0207;-0.0189;-0.04
2.0221;-0.0155;-0.04
2.023;-0.0119;-0.04
2.0232;-0.0083;-0.04
2.023;-0.0047;-0.04
2.0221;-0.0011;-0.04
2.0207;0.0023;-0.04
2.0188;0.0054;-0.04
2.0164;0.0081;-0.04
2.0137;0.0105;-0.04
2.0106;0.0124;-0.04
2.0072;0.0138;-0.04
2.0036;0.0147;-0.04
2;0.0149;-0.04
0;0.0149;-0.04
-0.0036;0.0152;-0.04
-0.0072;0.0161;-0.04
-0.0106;0.0175;-0.04
-0.0137;0.0194;-0.04
-0.0164;0.0218;-0.04
-0.0188;0.0245;-0.04
-0.0207;0.0276;-0.04
-0.0221;0.031;-0.04
-0.023;0.0346;-0.04
-0.0232;0.0382;-0.04
-0.023;0.0418;-0.04
-0.0221;0.0454;-0.04
-0.0207;0.0487;-0.04
-0.0188;0.0519;-0.04
-0.0164;0.0546;-0.04
-0.0137;0.057;-0.04
-0.0106;0.0589;-0.04
-0.0072;0.0603;-0.04
-0.0036;0.0612;-0.04
0;0.0614;-0.04
2;0.0614;-0.04
2.0036;0.0617;-0.04
2.0072;0.0626;-0.04
2.0106;0.064;-0.04
2.0137;0.0659;-0.04
2.0164;0.0683;-0.04
2.0188;0.071;-0.04
2.0207;0.0741;-0.04
2.0221;0.0775;-0.04
2.023;0.0811;-0.04
2.0232;0.0847;-0.04
2.023;0.0883;-0.04
2.0221;0.0919;-0.04
2.0207;0.0952;-0.04
2.0188;0.0984;-0.04
2.0164;0.1011;-0.04
2.0137;0.1035;-0.04
2.0106;0.1054;-0.04
2.0072;0.1068;-0.04
2.0036;0.1076;-0.04
2;0.1079;-0.04
0;0.1079;-0.04
-0.0036;0.1082;-0.04
-0.0072;0.1091;-0.04
-0.0106;0.1105;-0.04
-0.0137;0.1124;-0.04
-0.0164;0.1147;-0.04
-0.0188;0.1175;-0.04
-0.0207;0.1206;-0.04
-0.0221;0.124;-0.04
-0.023;0.1275;-0.04
-0.0232;0.1312;-0.04
-0.023;0.1348;-0.04
-0.0221;0.1384;-0.04
-0.0207;0.1417;-0.04
-0.0188;0.1448;-0.04
-0.0164;0.1476;-0.04
-0.0137;0.15;-0.04
-0.0106;0.1519;-0.04
-0.0072;0.1533;-0.04
-0.0036;0.1541;-0.04
0;0.1544;-0.04
2;0.1544;-0.04
2.0036;0.1547;-0.04
2.0072;0.1556;-0.04
2.0106;0.157;-0.04
2.0137;0.1589;-0.04
2.0164;0.1612;-0.04
2.0188;0.164;-0.04
2.0207;0.1671;-0.04
2.0221;0.1705;-0.04
2.023;0.174;-0.04
2.0232;0.1777;-0.04
2.023;0.1813;-0.04
2.0221;0.1849;-0.04
2.0207;0.1882;-0.04
2.0188;0.1913;-0.04
2.0164;0.1941;-0.04
2.0137;0.1965;-0.04
2.0106;0.1984;-0.04
2.0072;0.1998;-0.04
2.0036;0.2006;-0.04
2;0.2009;-0.04
0;0.2009;-0.04
-0.0036;0.2012;-0.04
-0.0072;0.2021;-0.04
-0.0106;0.2035;-0.04
-0.0137;0.2054;-0.04
-0.0164;0.2077;-0.04
-0.0188;0.2105;-0.04
-0.0207;0.2136;-0.04
-0.0221;0.217;-0.04
-0.023;0.2205;-0.04
-0.0232;0.2242;-0.04
-0.023;0.2278;-0.04
-0.0221;0.2314;-0.04
-0.0207;0.2347;-0.04
-0.0188;0.2378;-0.04
-0.0164;0.2406;-0.04
-0.0137;0.243;-0.04
-0.0106;0.2449;-0.04
-0.0072;0.2463;-0.04
-0.0036;0.2471;-0.04
0;0.2474;-0.04
2;0.2474;-0.04
2.0036;0.2477;-0.04
2.0072;0.2486;-0.04
2.0106;0.2499;-0.04
2.0137;0.2519;-0.04
2.0164;0.2542;-0.04
2.0188;0.257;-0.04
2.0207;0.2601;-0.04
2.0221;0.2635;-0.04
2.023;0.267;-0.04
2.0232;0.2707;-0.04
2.023;0.2743;-0.04
2.0221;0.2778;-0.04
2.0207;0.2812;-0.04
2.0188;0.2843;-0.04
2.0164;0.2871;-0.04
2.0137;0.2895;-0.04
2.0106;0.2914;-0.04
2.0072;0.2928;-0.04
2.0036;0.2936;-0.04
2;0.2939;-0.04
0;0.2939;-0.04
-0.0036;0.2942;-0.04
-0.0072;0.295;-0.04
-0.0106;0.2964;-0.04
-0.0137;0.2983;-0.04
-0.0164;0.3007;-0.04
-0.0188;0.3035;-0.04
-0.0207;0.3066;-0.04
-0.0221;0.31;-0.04
-0.023;0.3135;-0.04
-0.0232;0.3172;-0.04
-0.023;0.3208;-0.04
-0.0221;0.3243;-0.04
-0.0207;0.3277;-0.04
-0.0188;0.3308;-0.04
-0.0164;0.3336;-0.04
-0.0137;0.336;-0.04
-0.0106;0.3379;-0.04
-0.0072;0.3393;-0.04
-0.0036;0.3401;-0.04
0;0.3404;-0.04
2;0.3404;-0.04
2.0036;0.3407;-0.04
2.0072;0.3415;-0.04
2.0106;0.3429;-0.04
2.0137;0.3448;-0.04
2.0164;0.3472;-0.04
2.0188;0.35;-0.04
2.0207;0.3531;-0.04
2.0221;0.3565;-0.04
2.023;0.36;-0.04
2.0232;0.3636;-0.04
2.023;0.3673;-0.04
2.0221;0.3708;-0.04
2.0207;0.3742;-0.04
2.0188;0.3773;-0.04
2.0164;0.3801;-0.04
2.0137;0.3825;-0.04
2.0106;0.3844;-0.04
2.0072;0.3858;-0.04
2.0036;0.3866;-0.04
2;0.3869;-0.04
0;0.3869;-0.04
-0.0036;0.3872;-0.04
-0.0072;0.388;-0.04
-0.0106;0.3894;-0.04
-0.0137;0.3913;-0.04
-0.0164;0.3937;-0.04
-0.0188;0.3965;-0.04
-0.0207;0.3996;-0.04
-0.0221;0.403;-0.04
-0.023;0.4065;-0.04
-0.0232;0.4101;-0.04
-0.023;0.4138;-0.04
-0.0221;0.4173;-0.04
-0.0207;0.4207;-0.04
-0.0188;0.4238;-0.04
-0.0164;0.4266;-0.04
-0.0137;0.4289;-0.04
-0.0106;0.4309;-0.04
-0.0072;0.4322;-0.04
-0.0036;0.4331;-0.04
0;0.4334;-0.04
2;0.4334;-0.04
2.0036;0.4337;-0.04
2.0072;0.4345;-0.04
2.0106;0.4359;-0.04
2.0137;0.4378;-0.04
2.0164;0.4402;-0.04
2.0188;0.443;-0.04
2.0207;0.4461;-0.04
2.0221;0.4494;-0.04
2.023;0.453;-0.04
2.0232;0.4566;-0.04
2.023;0.4603;-0.04
2.0221;0.4638;-0.04
2.0207;0.4672;-0.04
2.0188;0.4703;-0.04
2.0164;0.4731;-0.04
2.0137;0.4754;-0.04
2.0106;0.4773;-0.04
2.0072;0.4787;-0.04
2.0036;0.4796;-0.04
2;0.4799;-0.04
0;0.4799;-0.04
-0.0036;0.4802;-0.04
-0.0072;0.481;-0.04
-0.0106;0.4824;-0.04
-0.0137;0.4843;-0.04
-0.0164;0.4867;-0.04
-0.0188;0.4895;-0.04
-0.0207;0.4926;-0.04
-0.0221;0.4959;-0.04
-0.023;0.4995;-0.04
-0.0232;0.5031;-0.04
-0.023;0.5068;-0.04
-0.0221;0.5103;-0.04
-0.0207;0.5137;-0.04
-0.0188;0.5168;-0.04
-0.0164;0.5196;-0.04
-0.0137;0.5219;-0.04
-0.0106;0.5238;-0.04
-0.0072;0.5252;-0.04
-0.0036;0.5261;-0.04
0;0.5264;-0.04
2;0.5264;-0.04
2.0036;0.5267;-0.04
2.0072;0.5275;-0.04
2.0106;0.5289;-0.04
2.0137;0.5308;-0.04
2.0164;0.5332;-0.04
2.0188;0.536;-0.04
2.0207;0.5391;-0.04
2.0221;0.5424;-0.04
2.023;0.546;-0.04
2.0232;0.5496;-0.04
2.023;0.5533;-0.04
2.0221;0.5568;-0.04
2.0207;0.5602;-0.04
2.0188;0.5633;-0.04
2.0164;0.5661;-0.04
2.0137;0.5684;-0.04
2.0106;0.5703;-0.04
2.0072;0.5717;-0.04
2.0036;0.5726;-0.04
2;0.5729;-0.04
0;0.5729;-0.04
-0.0036;0.5732;-0.04
-0.0072;0.574;-0.04
-0.0106;0.5754;-0.04
-0.0137;0.5773;-0.04
-0.0164;0.5797;-0.04
-0.0188;0.5824;-0.04
-0.0207;0.5856;-0.04
-0.0221;0.5889;-0.04
-0.023;0.5925;-0.04
-0.0232;0.5961;-0.04
-0.023;0.5997;-0.04
-0.0221;0.6033;-0.04
-0.0207;0.6067;-0.04
-0.0188;0.6098;-0.04
-0.0164;0.6125;-0.04
-0.0137;0.6149;-0.04
-0.0106;0.6168;-0.04
-0.0072;0.6182;-0.04
-0.0036;0.6191;-0.04
0;0.6194;-0.04
2;0.6194;-0.04
2.0036;0.6196;-0.04
2.0072;0.6205;-0.04
2.0106;0.6219;-0.04
2.0137;0.6238;-0.04
2.0164;0.6262;-0.04
2.0188;0.6289;-0.04
2.0207;0.6321;-0.04
2.0221;0.6354;-0.04
2.023;0.639;-0.04
2.0232;0.6426;-0.04
2.023;0.6462;-0.04
2.0221;0.6498;-0.04
2.0207;0.6532;-0.04
2.0188;0.6563;-0.04
2.0164;0.659;-0.04
2.0137;0.6614;-0.04
2.0106;0.6633;-0.04
2.0072;0.6647;-0.04
2.0036;0.6656;-0.04
2;0.6659;-0.04
0;0.6659;-0.04
-0.0036;0.6661;-0.04
-0.0072;0.667;-0.04
-0.0106;0.6684;-0.04
-0.0137;0.6703;-0.04
-0.0164;0.6727;-0.04
