-0.2949;3.0673;3.6
-0.2949;3.0673;3.2
-0.2949;3.0673;2.8063
-0.2949;3.0673;2.7063
-0.2946;3.0672;2.6985
-0.2937;3.0669;2.6907
-0.2923;3.0663;2.683
-0.2903;3.0656;2.6754
-0.2877;3.0647;2.668
-0.2846;3.0635;2.6609
-0.281;3.0622;2.654
-0.2769;3.0607;2.6475
-0.2724;3.059;2.6414
-0.2674;3.0572;2.6356
-0.262;3.0552;2.6303
-0.2562;3.0531;2.6254
-0.2501;3.0508;2.621
-0.2436;3.0484;2.6172
-0.2369;3.046;2.6139
-0.23;3.0434;2.6112
-0.2229;3.0408;2.6091
-0.2157;3.0382;2.6075
-0.2084;3.0355;2.6066
-0.201;3.0328;2.6063
-0.164;3.0194;2.6063
-0.1267;3.0067;2.6063
-0.0893;2.9945;2.6063
-0.0517;2.9829;2.6063
-0.0139;2.9719;2.6063
0.0241;2.9615;2.6063
0.0622;2.9517;2.6063
0.1004;2.9424;2.6063
0.1388;2.9338;2.6063
0.1774;2.9257;2.6063
0.216;2.9183;2.6063
0.2548;2.9114;2.6063
0.2936;2.9051;2.6063
0.3326;2.8994;2.6063
0.3598;2.8967;2.6063
0.3898;2.8933;2.6063
0.4198;2.8893;2.6063
0.4498;2.8844;2.6063
0.4797;2.879;2.6063
0.5697;2.8623;2.6063
0.5997;2.8567;2.6063
0.6297;2.8508;2.6063
0.6596;2.8442;2.6063
0.6896;2.8365;2.6063
0.7196;2.8285;2.6063
0.8096;2.8041;2.6063
0.8395;2.7958;2.6063
0.8695;2.7872;2.6063
0.8989;2.7792;2.6063
0.9711;2.7631;2.6063
1.0441;2.7504;2.6063
1.1174;2.7405;2.6063
1.191;2.7325;2.6063
1.2647;2.7262;2.6063
1.3386;2.721;2.6063
1.4125;2.7169;2.6063
1.4864;2.7136;2.6063
1.5604;2.7109;2.6063
1.6344;2.7087;2.6063
1.7084;2.7069;2.6063
1.7824;2.7055;2.6063
1.8564;2.7043;2.6063
1.9304;2.7034;2.6063
2.0045;2.7026;2.6063
2.0785;2.702;2.6063
2.1525;2.7014;2.6063
2.2265;2.701;2.6063
2.3006;2.7007;2.6063
