1.8656;2.6836;2.6
1.8656;2.6836;2.2
1.8656;2.6836;2.102
1.8561;2.6762;2.1016
1.8471;2.6684;2.1012
1.8384;2.6602;2.1007
1.8302;2.6515;2.1003
1.8225;2.6423;2.0999
1.8153;2.6328;2.0995
1.8086;2.6229;2.0991
1.8024;2.6127;2.0987
1.7967;2.6021;2.0982
1.7916;2.5913;2.0978
1.7871;2.5802;2.0974
1.7832;2.5689;2.097
1.7799;2.5574;2.0966
1.7772;2.5458;2.0962
1.7751;2.534;2.0957
1.7736;2.5221;2.0953
1.7727;2.5102;2.0949
1.7725;2.4982;2.0945
1.7729;2.4863;2.0941
1.7739;2.4744;2.0936
1.7756;2.4625;2.0932
1.7779;2.4508;2.0928
1.7808;2.4392;2.0924
1.7843;2.4277;2.092
1.7884;2.4165;2.0916
1.7931;2.4055;2.0911
1.7983;2.3947;2.0907
1.8041;2.3843;2.0903
1.8105;2.3742;2.0899
1.8174;2.3644;2.0895
1.8247;2.355;2.089
1.8326;2.3459;2.0886
1.8409;2.3374;2.0882
1.8497;2.3292;2.0878
1.8589;2.3216;2.0874
1.8685;2.3144;2.087
1.8784;2.3077;2.0865
1.8887;2.3016;2.0861
1.8993;2.296;2.0857
1.9101;2.291;2.0853
1.9212;2.2866;2.0849
1.9326;2.2827;2.0845
1.9441;2.2795;2.084
1.9557;2.2768;2.0836
1.9675;2.2748;2.0832
1.9794;2.2734;2.0828
1.9913;2.2727;2.0824
2.0033;2.2725;2.0819
2.0153;2.273;2.0815
2.0272;2.2741;2.0811
2.039;2.2759;2.0807
2.0507;2.2782;2.0803
2.0623;2.2812;2.0799
2.0737;2.2848;2.0794
2.0849;2.289;2.079
2.0959;2.2937;2.0786
2.1066;2.299;2.0782
2.117;2.3049;2.0778
2.1271;2.3113;2.0774
2.1369;2.3183;2.0769
2.1462;2.3257;2.0765
2.1552;2.3337;2.0761
2.1637;2.342;2.0757
2.1718;2.3509;2.0753
2.1794;2.3601;2.0748
2.1865;2.3697;2.0744
2.1931;2.3797;2.074
2.1992;2.39;2.0736
2.2047;2.4007;2.0732
2.2096;2.4115;2.0728
2.214;2.4227;2.0723
2.2177;2.434;2.0719
2.2209;2.4456;2.0715
2.2234;2.4573;2.0711
2.2254;2.4691;2.0707
2.2267;2.481;2.0702
2.2274;2.4929;2.0698
2.2274;2.5049;2.0694
2.2269;2.5168;2.069
2.2257;2.5287;2.0686
2.2239;2.5405;2.0682
2.2214;2.5522;2.0677
2.2184;2.5638;2.0673
2.2147;2.5752;2.0669
2.2105;2.5864;2.0665
2.2056;2.5973;2.0661
2.2002;2.608;2.0657
2.1943;2.6184;2.0652
2.1878;2.6284;2.0648
2.1808;2.6381;2.0644
2.1733;2.6474;2.064
